posting_id,date,country,city,industry,role_category,job_title,experience_level,work_mode,contract_type,language_requirement,salary_from,salary_to,skills_required,days_open
JP012419,2023-02-28,Germany,Dresden,Energy,Data Analyst,Reporting Analyst,Mid (2-5yr),On-site,Permanent,German Required,50163,62814,Power BI|Tableau|SAP,24
JP012420,2023-02-28,Germany,Stuttgart,Finance & Banking,Data Manager,Head of Data,Junior (0-2yr),Hybrid,Freelance,English OK,35167,47100,Strategy|SQL|Stakeholder Management,55
JP012421,2023-02-28,Germany,Hamburg,Consulting,Data Manager,Chief Data Officer,Mid (2-5yr),Hybrid,Freelance,German Required,58243,70188,Agile|Excel|Power BI,64
JP012422,2023-02-28,Germany,Stuttgart,E-Commerce,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Freelance,German Required,60751,70597,Excel|Leadership|Strategy,73
JP012423,2023-02-28,Austria,Linz,Consulting,Data Manager,Data Manager,Junior (0-2yr),Hybrid,Freelance,German Required,34277,35287,Agile|Strategy|Leadership,85
JP012424,2023-02-28,Germany,Dresden,Finance & Banking,Data Scientist,ML Engineer,Mid (2-5yr),On-site,Permanent,German Required,53940,73959,TensorFlow|Azure ML|Machine Learning|R,67
JP012425,2023-02-28,Austria,Linz,Automotive,BI Developer,Power BI Developer,Mid (2-5yr),Hybrid,Permanent,German Required,58568,66239,SAP BI|Power BI|SQL|DAX,52
JP012426,2023-02-28,Germany,Stuttgart,Technology,BI Developer,Power BI Developer,Junior (0-2yr),Remote,Permanent,English OK,38857,39012,Power BI|SAP BI|Looker|Excel|Tableau|SQL,20
JP012427,2023-03-01,Germany,Dresden,Technology,Data Manager,Analytics Manager,Senior (5+yr),Hybrid,Freelance,German Required,92958,108547,Stakeholder Management|Leadership|SQL|Strategy|Excel,53
JP012428,2023-03-01,Switzerland,Lausanne,Consulting,Data Manager,Chief Data Officer,Mid (2-5yr),Remote,Fixed-term,English OK,57190,67312,Strategy|Excel|Power BI,10
JP012429,2023-03-01,Germany,Cologne,Manufacturing,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Permanent,German Required,90968,99413,TensorFlow|Azure ML|R,32
JP012430,2023-03-01,Switzerland,Basel,Manufacturing,Data Engineer,Data Platform Engineer,Mid (2-5yr),Hybrid,Freelance,German Required,51880,58898,Azure|dbt|Python|Docker,64
JP012431,2023-03-01,Switzerland,Zurich,E-Commerce,Data Manager,Analytics Manager,Junior (0-2yr),Hybrid,Permanent,English OK,36194,48213,Stakeholder Management|Strategy|SQL|Leadership|Power BI,27
JP012432,2023-03-01,Germany,Berlin,Logistics,Data Analyst,BI Analyst,Junior (0-2yr),Remote,Permanent,German Required,40129,43992,Power BI|SAP|SQL|Tableau|Python,47
JP012433,2023-03-01,Germany,Dresden,Media,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Permanent,English OK,79978,111531,Azure|Databricks|dbt,34
JP012434,2023-03-01,Germany,Munich,Logistics,Data Manager,BI Manager,Senior (5+yr),Hybrid,Permanent,German Required,83024,114117,Strategy|Excel|Leadership,67
JP012435,2023-03-01,Germany,Frankfurt,E-Commerce,Data Analyst,Data Analyst,Senior (5+yr),On-site,Permanent,German Required,77614,94553,Python|SAP|Power BI|Jira|Confluence,40
JP012436,2023-03-01,Germany,Stuttgart,Energy,Data Engineer,Pipeline Engineer,Mid (2-5yr),Remote,Permanent,German Required,59914,63511,Docker|Airflow|Azure|SQL,41
JP012437,2023-03-01,Germany,Stuttgart,Consulting,BI Developer,Power BI Developer,Junior (0-2yr),Hybrid,Permanent,German Required,37671,41036,Excel|SQL|DAX|Tableau,63
JP012438,2023-03-01,Germany,Frankfurt,Consulting,Data Manager,Analytics Manager,Junior (0-2yr),On-site,Permanent,English OK,39282,49874,Strategy|Leadership|Excel|Power BI|SQL,36
JP012439,2023-03-01,Switzerland,Lausanne,E-Commerce,Data Scientist,Research Analyst,Junior (0-2yr),On-site,Permanent,German Required,33976,34095,R|Statistics|Python|Scikit-Learn|TensorFlow|SQL,80
JP012440,2023-03-01,Germany,Düsseldorf,Technology,Data Scientist,ML Engineer,Mid (2-5yr),Remote,Permanent,German Required,60303,73203,Python|Scikit-Learn|Machine Learning|SQL|Azure ML|Statistics,25
JP012441,2023-03-01,Germany,Leipzig,E-Commerce,BI Developer,Reporting Developer,Senior (5+yr),Hybrid,Permanent,German Required,86901,103573,SAP BI|SSRS|Looker|DAX|SQL,15
JP012442,2023-03-01,Germany,Düsseldorf,Logistics,Data Analyst,Business Analyst,Junior (0-2yr),On-site,Freelance,English OK,35877,37926,SAP|Jira|Python|SQL|Power BI|Confluence,36
JP012443,2023-03-01,Germany,Dresden,E-Commerce,Data Manager,Head of Data,Senior (5+yr),On-site,Permanent,German Required,86158,108871,Agile|Stakeholder Management|Power BI|Excel|SQL|Strategy,47
JP012444,2023-03-01,Germany,Stuttgart,Healthcare,Data Engineer,Data Platform Engineer,Mid (2-5yr),Hybrid,Fixed-term,German Required,61621,69414,Azure|SQL|Python|Kafka|dbt|Spark,21
JP012445,2023-03-01,Germany,Berlin,Energy,Data Analyst,Junior Data Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,58709,71667,Confluence|Power BI|Excel,57
JP012446,2023-03-01,Germany,Berlin,Healthcare,Data Engineer,Data Platform Engineer,Senior (5+yr),Hybrid,Permanent,English OK,76259,85988,SQL|Databricks|Airflow,66
JP012447,2023-03-01,Austria,Vienna,Consulting,Data Analyst,Data Analyst,Junior (0-2yr),Remote,Freelance,English OK,35344,41210,SAP|Confluence|SQL|Python|Power BI|Jira,62
JP012448,2023-03-01,Austria,Innsbruck,Consulting,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Fixed-term,English OK,86283,99221,Azure|Docker|Python|dbt|Kafka,85
JP012449,2023-03-01,Germany,Nuremberg,Media,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Fixed-term,German Required,54448,66148,Jira|Python|SAP|Tableau,59
JP012450,2023-03-01,Germany,Düsseldorf,Media,Data Manager,Chief Data Officer,Senior (5+yr),Hybrid,Fixed-term,German Required,76341,90547,SQL|Strategy|Agile|Stakeholder Management|Power BI,34
JP012451,2023-03-01,Germany,Munich,Logistics,Data Manager,Analytics Manager,Junior (0-2yr),On-site,Freelance,English OK,33631,34813,Strategy|Power BI|Leadership|SQL,84
JP012452,2023-03-01,Germany,Dresden,Energy,Data Engineer,Data Platform Engineer,Mid (2-5yr),On-site,Permanent,German Required,51213,62453,Kafka|Databricks|Docker|Spark|Azure,70
JP012453,2023-03-01,Switzerland,Lausanne,Energy,Data Analyst,Reporting Analyst,Senior (5+yr),Remote,Permanent,German Required,89919,112519,SAP|Tableau|Jira|SQL|Confluence|Power BI,45
JP012454,2023-03-01,Germany,Berlin,Media,Data Scientist,AI Analyst,Junior (0-2yr),Hybrid,Permanent,English OK,38303,43513,Azure ML|Python|TensorFlow|Statistics,23
JP012455,2023-03-01,Germany,Leipzig,E-Commerce,BI Developer,Power BI Developer,Mid (2-5yr),Hybrid,Permanent,German Required,60522,69199,Looker|Excel|SSRS,36
JP012456,2023-03-01,Germany,Cologne,Logistics,Data Manager,Analytics Manager,Mid (2-5yr),On-site,Permanent,English OK,54301,73908,Excel|Agile|SQL|Stakeholder Management,74
JP012457,2023-03-01,Germany,Leipzig,Automotive,Data Scientist,Research Analyst,Senior (5+yr),Hybrid,Permanent,English OK,79955,85497,Statistics|Machine Learning|Azure ML|TensorFlow,12
JP012458,2023-03-01,Austria,Vienna,Finance & Banking,Data Scientist,AI Analyst,Senior (5+yr),On-site,Freelance,German Required,87131,116612,Machine Learning|TensorFlow|Azure ML|Scikit-Learn|Statistics|Python,85
JP012459,2023-03-01,Germany,Cologne,Logistics,BI Developer,Reporting Developer,Senior (5+yr),Remote,Permanent,German Required,77905,81204,Tableau|Excel|SQL|SAP BI|DAX,53
JP012460,2023-03-01,Switzerland,Basel,Logistics,Data Analyst,Junior Data Analyst,Senior (5+yr),Hybrid,Permanent,German Required,87594,114333,SAP|Jira|Excel|Power BI|Python,51
JP012461,2023-03-01,Germany,Hamburg,Manufacturing,Data Manager,BI Manager,Senior (5+yr),Hybrid,Permanent,English OK,76789,91272,Excel|Leadership|Strategy,25
JP012462,2023-03-01,Germany,Leipzig,Technology,Data Engineer,Big Data Engineer,Senior (5+yr),On-site,Freelance,German Required,79181,108354,Airflow|Databricks|Spark|dbt|SQL|Docker,42
JP012463,2023-03-01,Germany,Nuremberg,Media,Data Scientist,Data Scientist,Junior (0-2yr),Hybrid,Freelance,German Required,35133,37072,SQL|R|Machine Learning|Scikit-Learn,74
JP012464,2023-03-01,Switzerland,Zurich,Logistics,Data Analyst,Data Analyst,Junior (0-2yr),Hybrid,Permanent,English OK,36575,39760,Tableau|Jira|Python|Power BI,86
JP012465,2023-03-01,Germany,Dresden,Finance & Banking,Data Scientist,ML Engineer,Mid (2-5yr),Remote,Fixed-term,German Required,62402,65120,R|Python|Statistics|TensorFlow,51
JP012466,2023-03-01,Austria,Salzburg,Consulting,BI Developer,BI Consultant,Senior (5+yr),Hybrid,Freelance,German Required,90253,92949,Tableau|Looker|Power BI|SSRS|Excel,18
JP012467,2023-03-01,Germany,Frankfurt,Finance & Banking,Data Manager,Chief Data Officer,Mid (2-5yr),Remote,Permanent,English OK,51163,65154,Stakeholder Management|Leadership|SQL|Excel,68
JP012468,2023-03-01,Switzerland,Geneva,Consulting,Data Manager,Data Manager,Mid (2-5yr),On-site,Permanent,German Required,54872,63874,Power BI|Excel|Stakeholder Management|Agile,78
JP012469,2023-03-01,Switzerland,Geneva,Media,Data Engineer,Pipeline Engineer,Junior (0-2yr),Remote,Fixed-term,English OK,39561,47449,Spark|Docker|SQL|Azure|Kafka|Databricks,48
JP012470,2023-03-01,Germany,Frankfurt,E-Commerce,Data Engineer,Big Data Engineer,Junior (0-2yr),Remote,Fixed-term,English OK,39288,43530,Databricks|SQL|dbt,43
JP012471,2023-03-01,Germany,Düsseldorf,Automotive,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,German Required,76671,86477,Stakeholder Management|Leadership|Strategy|SQL,85
JP012472,2023-03-01,Germany,Stuttgart,Manufacturing,Data Manager,Data Manager,Junior (0-2yr),Hybrid,Permanent,German Required,40344,44076,Agile|Stakeholder Management|Strategy|Excel|SQL,66
JP012473,2023-03-01,Switzerland,Bern,Automotive,Data Analyst,Business Analyst,Senior (5+yr),Hybrid,Permanent,German Required,91251,100743,Tableau|SAP|Confluence,21
JP012474,2023-03-01,Switzerland,Basel,Logistics,BI Developer,BI Developer,Senior (5+yr),On-site,Permanent,German Required,81780,89718,Excel|Looker|SSRS|SQL|Power BI,46
JP012475,2023-03-01,Germany,Hamburg,E-Commerce,Data Scientist,ML Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,50496,67814,Python|Statistics|R|Azure ML,30
JP012476,2023-03-01,Germany,Stuttgart,Automotive,Data Analyst,Business Analyst,Mid (2-5yr),On-site,Permanent,English OK,61257,64084,Tableau|SAP|Python,43
JP012477,2023-03-01,Germany,Berlin,Finance & Banking,Data Scientist,Research Analyst,Senior (5+yr),Hybrid,Permanent,German Required,81658,86101,Scikit-Learn|Azure ML|Machine Learning|R|SQL,14
JP012478,2023-03-01,Germany,Berlin,Manufacturing,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,38108,42973,SQL|Machine Learning|Azure ML|Statistics,31
JP012479,2023-03-01,Germany,Dresden,Consulting,Data Scientist,Quantitative Analyst,Senior (5+yr),Remote,Permanent,German Required,91157,105440,SQL|TensorFlow|Statistics|Scikit-Learn,73
JP012480,2023-03-01,Germany,Berlin,Healthcare,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Freelance,German Required,96962,105732,Airflow|Docker|dbt|Spark|Databricks|Azure,81
JP012481,2023-03-01,Germany,Munich,Consulting,Data Manager,Head of Data,Senior (5+yr),Hybrid,Fixed-term,German Required,87901,105288,SQL|Power BI|Strategy|Stakeholder Management|Leadership|Excel,87
JP012482,2023-03-01,Germany,Dresden,Technology,Data Engineer,Data Platform Engineer,Senior (5+yr),Remote,Permanent,English OK,76354,80902,Python|Databricks|Kafka,39
JP012483,2023-03-01,Germany,Cologne,E-Commerce,BI Developer,BI Developer,Junior (0-2yr),Hybrid,Fixed-term,English OK,38460,39048,Excel|Looker|Power BI|SQL,39
JP012484,2023-03-01,Germany,Stuttgart,Media,BI Developer,BI Consultant,Junior (0-2yr),Remote,Fixed-term,German Required,39589,46652,Looker|Power BI|DAX,24
JP012485,2023-03-02,Germany,Stuttgart,E-Commerce,Data Manager,Chief Data Officer,Senior (5+yr),On-site,Permanent,German Required,87843,106972,Leadership|Excel|Power BI|Strategy,70
JP012486,2023-03-02,Germany,Hamburg,Manufacturing,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Freelance,English OK,88166,114131,SQL|Scikit-Learn|TensorFlow,80
JP012487,2023-03-02,Germany,Stuttgart,Energy,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,36881,41086,R|TensorFlow|SQL|Scikit-Learn|Machine Learning,11
JP012488,2023-03-02,Germany,Dresden,Energy,BI Developer,Reporting Developer,Senior (5+yr),Hybrid,Freelance,German Required,87791,108922,SAP BI|DAX|Excel|SSRS|Power BI|Tableau,87
JP012489,2023-03-02,Austria,Linz,Automotive,BI Developer,BI Consultant,Senior (5+yr),Hybrid,Freelance,English OK,90741,115621,Excel|Tableau|SQL|DAX,44
JP012490,2023-03-02,Austria,Linz,Healthcare,Data Manager,BI Manager,Senior (5+yr),Hybrid,Permanent,German Required,78726,110884,Strategy|Stakeholder Management|Agile,21
JP012491,2023-03-02,Germany,Cologne,Automotive,BI Developer,BI Consultant,Junior (0-2yr),Remote,Permanent,German Required,33924,41086,SAP BI|Excel|SSRS,86
JP012492,2023-03-02,Germany,Leipzig,Logistics,Data Analyst,Data Analyst,Senior (5+yr),Hybrid,Permanent,German Required,79077,86792,SAP|Confluence|SQL|Tableau|Power BI|Python,51
JP012493,2023-03-02,Austria,Salzburg,Technology,BI Developer,BI Developer,Mid (2-5yr),Hybrid,Permanent,German Required,58657,68417,SSRS|Excel|DAX|Tableau,63
JP012494,2023-03-02,Germany,Hamburg,Logistics,BI Developer,BI Consultant,Senior (5+yr),On-site,Fixed-term,English OK,79913,114931,Looker|Excel|SQL|SAP BI|DAX|Power BI,41
JP012495,2023-03-02,Austria,Graz,Consulting,BI Developer,Reporting Developer,Senior (5+yr),Remote,Permanent,German Required,97492,101157,Excel|Power BI|SSRS|SAP BI|Tableau,9
JP012496,2023-03-02,Germany,Cologne,Energy,Data Engineer,Data Engineer,Senior (5+yr),Remote,Freelance,German Required,84164,112264,SQL|Python|dbt|Azure|Databricks|Kafka,51
JP012497,2023-03-02,Germany,Leipzig,Finance & Banking,Data Manager,Data Manager,Junior (0-2yr),On-site,Permanent,German Required,39126,49911,Agile|Leadership|Power BI|Stakeholder Management|Excel,46
JP012498,2023-03-02,Germany,Stuttgart,E-Commerce,Data Engineer,Pipeline Engineer,Senior (5+yr),Remote,Freelance,English OK,89268,108992,Databricks|Airflow|Docker|Spark,66
JP012499,2023-03-02,Germany,Munich,Finance & Banking,Data Manager,Analytics Manager,Mid (2-5yr),Hybrid,Fixed-term,German Required,60208,67222,Excel|Agile|Leadership,60
JP012500,2023-03-02,Austria,Linz,Healthcare,Data Scientist,Research Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,36207,39681,TensorFlow|Azure ML|Machine Learning|Python|Scikit-Learn|SQL,38
JP012501,2023-03-02,Germany,Nuremberg,Media,Data Analyst,BI Analyst,Junior (0-2yr),Remote,Permanent,German Required,36503,49239,Jira|SAP|Power BI|Excel|SQL,71
JP012502,2023-03-02,Germany,Leipzig,Automotive,Data Manager,Chief Data Officer,Mid (2-5yr),On-site,Permanent,German Required,50008,69182,Power BI|Stakeholder Management|Leadership,75
JP012503,2023-03-02,Switzerland,Zurich,Technology,Data Manager,BI Manager,Junior (0-2yr),On-site,Freelance,German Required,33499,44705,Excel|Agile|Leadership,25
JP012504,2023-03-02,Germany,Frankfurt,Consulting,Data Manager,Chief Data Officer,Senior (5+yr),Remote,Fixed-term,German Required,84086,111726,Strategy|Agile|SQL|Leadership,56
JP012505,2023-03-02,Austria,Linz,Healthcare,Data Manager,Data Manager,Junior (0-2yr),Hybrid,Permanent,German Required,33994,46915,SQL|Stakeholder Management|Agile|Excel|Leadership,89
JP012506,2023-03-02,Switzerland,Basel,Finance & Banking,Data Manager,Chief Data Officer,Junior (0-2yr),Hybrid,Permanent,German Required,33682,41621,Agile|SQL|Strategy|Power BI,75
JP012507,2023-03-02,Switzerland,Geneva,E-Commerce,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Fixed-term,German Required,40983,42728,Power BI|SAP|SQL|Excel|Confluence|Jira,25
JP012508,2023-03-02,Switzerland,Bern,Automotive,Data Analyst,Reporting Analyst,Senior (5+yr),Remote,Fixed-term,German Required,76692,115919,SAP|Jira|Tableau|Confluence|Power BI,51
JP012509,2023-03-02,Germany,Nuremberg,Finance & Banking,Data Analyst,Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,33665,49507,SAP|Jira|Tableau,44
JP012510,2023-03-02,Germany,Stuttgart,E-Commerce,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Permanent,English OK,40084,41378,Python|Confluence|SAP,41
JP012511,2023-03-02,Switzerland,Geneva,Healthcare,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Permanent,German Required,80239,96267,Docker|Kafka|dbt|Databricks|Airflow|SQL,71
JP012512,2023-03-02,Germany,Düsseldorf,E-Commerce,Data Engineer,ETL Developer,Mid (2-5yr),Remote,Permanent,German Required,60792,61850,Kafka|Databricks|dbt|Airflow|SQL,88
JP012513,2023-03-02,Germany,Dresden,Automotive,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,German Required,75980,113401,Power BI|Leadership|Strategy|Agile|Excel,33
JP012514,2023-03-02,Austria,Innsbruck,Technology,Data Manager,Data Manager,Mid (2-5yr),Remote,Permanent,English OK,51076,71129,Agile|Power BI|SQL|Strategy|Leadership,43
JP012515,2023-03-02,Germany,Berlin,Healthcare,Data Engineer,Data Platform Engineer,Senior (5+yr),Hybrid,Permanent,German Required,94315,115579,Kafka|dbt|Airflow|Docker|Spark|SQL,39
JP012516,2023-03-02,Germany,Nuremberg,Media,Data Scientist,AI Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,35298,40939,Statistics|R|Python|SQL|TensorFlow,85
JP012517,2023-03-02,Switzerland,Bern,Healthcare,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Fixed-term,English OK,54262,58257,SAP BI|SSRS|DAX,73
JP012518,2023-03-02,Switzerland,Zurich,Manufacturing,Data Engineer,ETL Developer,Mid (2-5yr),Hybrid,Permanent,German Required,54026,56159,SQL|Docker|dbt,27
JP012519,2023-03-02,Switzerland,Bern,Automotive,Data Scientist,Quantitative Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,54563,73084,R|TensorFlow|Azure ML|Python|SQL|Machine Learning,22
JP012520,2023-03-02,Germany,Nuremberg,Healthcare,BI Developer,Power BI Developer,Junior (0-2yr),Remote,Permanent,German Required,36293,37242,Power BI|Tableau|SAP BI|DAX|SQL|SSRS,23
JP012521,2023-03-02,Switzerland,Bern,Technology,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Permanent,German Required,35026,40903,Looker|SAP BI|SSRS|DAX|Tableau|SQL,18
JP012522,2023-03-02,Germany,Cologne,E-Commerce,Data Manager,BI Manager,Mid (2-5yr),Hybrid,Freelance,German Required,62490,73933,Agile|Strategy|Excel,46
JP012523,2023-03-02,Germany,Cologne,Energy,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Freelance,German Required,81381,84518,Azure|SQL|Airflow|Databricks|Python,32
JP012524,2023-03-02,Germany,Leipzig,Healthcare,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,English OK,76914,88105,Agile|Strategy|Power BI|Leadership|Excel,42
JP012525,2023-03-02,Germany,Düsseldorf,Healthcare,Data Manager,BI Manager,Mid (2-5yr),Hybrid,Fixed-term,English OK,59219,70038,Strategy|Stakeholder Management|Excel|SQL|Agile,42
JP012526,2023-03-02,Germany,Dresden,Energy,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,39226,44487,SQL|Tableau|SAP|Excel,37
JP012527,2023-03-02,Austria,Graz,Manufacturing,BI Developer,Tableau Developer,Senior (5+yr),Remote,Permanent,English OK,79695,112793,Excel|SSRS|SAP BI|Power BI|SQL|DAX,43
JP012528,2023-03-02,Germany,Leipzig,Technology,BI Developer,Reporting Developer,Senior (5+yr),Hybrid,Freelance,German Required,76730,112779,Tableau|Excel|DAX|SAP BI|Looker|SSRS,64
JP012529,2023-03-02,Germany,Munich,Healthcare,Data Analyst,Data Analyst,Mid (2-5yr),On-site,Permanent,German Required,54148,54553,Power BI|SAP|Excel,15
JP012530,2023-03-02,Germany,Munich,E-Commerce,Data Analyst,Junior Data Analyst,Senior (5+yr),Remote,Permanent,German Required,97324,109100,Jira|Tableau|Power BI|Confluence|Excel,27
JP012531,2023-03-02,Austria,Salzburg,Automotive,Data Manager,Head of Data,Mid (2-5yr),Remote,Fixed-term,German Required,55931,57508,Stakeholder Management|Agile|Strategy,27
JP012532,2023-03-02,Germany,Berlin,Automotive,Data Scientist,AI Analyst,Senior (5+yr),Remote,Permanent,German Required,95470,117350,Scikit-Learn|Python|R,74
JP012533,2023-03-02,Germany,Nuremberg,Finance & Banking,Data Manager,Chief Data Officer,Junior (0-2yr),Remote,Permanent,German Required,38616,47456,Stakeholder Management|SQL|Excel|Agile|Strategy,45
JP012534,2023-03-02,Germany,Nuremberg,Automotive,Data Manager,Head of Data,Junior (0-2yr),Remote,Permanent,German Required,38596,41948,Power BI|Agile|Strategy,81
JP012535,2023-03-02,Germany,Hamburg,Media,BI Developer,BI Consultant,Senior (5+yr),Hybrid,Permanent,German Required,84444,95994,Looker|Tableau|Excel,42
JP012536,2023-03-02,Switzerland,Zurich,Technology,Data Engineer,Data Engineer,Mid (2-5yr),Remote,Permanent,German Required,51918,72046,Airflow|dbt|Docker|Python|Kafka|Databricks,24
JP012537,2023-03-02,Austria,Vienna,Finance & Banking,Data Analyst,BI Analyst,Senior (5+yr),Hybrid,Permanent,German Required,81783,96586,Python|Confluence|SQL|SAP|Tableau|Excel,36
JP012538,2023-03-02,Germany,Frankfurt,E-Commerce,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,37615,40391,Excel|SAP BI|SQL|Tableau|Power BI|SSRS,38
JP012539,2023-03-02,Switzerland,Basel,Automotive,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Fixed-term,German Required,40067,49789,SSRS|DAX|Looker,14
JP012540,2023-03-03,Austria,Vienna,Energy,Data Manager,BI Manager,Junior (0-2yr),On-site,Permanent,English OK,35898,39326,Agile|Stakeholder Management|Power BI|SQL|Leadership,22
JP012541,2023-03-03,Germany,Dresden,E-Commerce,Data Analyst,Business Analyst,Junior (0-2yr),Hybrid,Fixed-term,German Required,35755,44988,SQL|Python|Tableau|Power BI,34
JP012542,2023-03-03,Germany,Berlin,Finance & Banking,BI Developer,Tableau Developer,Senior (5+yr),Hybrid,Freelance,German Required,80371,106465,SSRS|SAP BI|Tableau,48
JP012543,2023-03-03,Austria,Graz,Technology,Data Analyst,BI Analyst,Senior (5+yr),Hybrid,Permanent,English OK,92592,96338,Power BI|Python|Confluence,42
JP012544,2023-03-03,Switzerland,Geneva,Logistics,Data Scientist,Research Analyst,Mid (2-5yr),Remote,Permanent,English OK,59070,70298,R|SQL|TensorFlow|Python|Statistics|Machine Learning,62
JP012545,2023-03-03,Germany,Nuremberg,E-Commerce,Data Engineer,Data Platform Engineer,Senior (5+yr),Hybrid,Permanent,German Required,95185,118923,Azure|Spark|Docker,61
JP012546,2023-03-03,Germany,Dresden,Consulting,Data Engineer,Data Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,58820,70205,SQL|Azure|dbt|Spark|Airflow,90
JP012547,2023-03-03,Switzerland,Basel,E-Commerce,Data Scientist,ML Engineer,Junior (0-2yr),Remote,Permanent,German Required,37620,40230,Azure ML|Machine Learning|Scikit-Learn|SQL|Python,76
JP012548,2023-03-03,Switzerland,Zurich,E-Commerce,Data Engineer,Pipeline Engineer,Junior (0-2yr),On-site,Permanent,German Required,34485,37532,dbt|Docker|Databricks|Kafka|Airflow,90
JP012549,2023-03-03,Germany,Cologne,Finance & Banking,Data Scientist,Data Scientist,Mid (2-5yr),On-site,Permanent,English OK,55305,61737,SQL|Python|R,32
JP012550,2023-03-03,Switzerland,Geneva,Energy,Data Scientist,Research Analyst,Senior (5+yr),Hybrid,Freelance,German Required,86198,111085,R|Azure ML|TensorFlow|SQL|Scikit-Learn,51
JP012551,2023-03-03,Austria,Graz,Logistics,BI Developer,BI Consultant,Junior (0-2yr),On-site,Permanent,German Required,39040,48479,Tableau|SSRS|Excel|DAX|SQL,45
JP012552,2023-03-03,Austria,Graz,Manufacturing,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Fixed-term,English OK,80328,96639,Python|SQL|Statistics|R|Scikit-Learn|Machine Learning,72
JP012553,2023-03-03,Germany,Leipzig,Media,Data Analyst,BI Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,54342,62831,Tableau|SQL|SAP|Jira|Excel,11
JP012554,2023-03-03,Germany,Munich,Finance & Banking,Data Manager,BI Manager,Junior (0-2yr),Remote,Freelance,German Required,40674,42201,Excel|Power BI|Strategy|SQL,53
JP012555,2023-03-03,Germany,Hamburg,Healthcare,Data Engineer,Data Engineer,Senior (5+yr),Hybrid,Permanent,German Required,76214,82616,Spark|Kafka|dbt,40
JP012556,2023-03-03,Austria,Graz,Technology,Data Analyst,BI Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,59565,71820,Power BI|Jira|Excel|Confluence|Python|SQL,9
JP012557,2023-03-03,Germany,Stuttgart,Consulting,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Freelance,English OK,53428,59821,SAP BI|Tableau|DAX|Power BI|SSRS,72
JP012558,2023-03-03,Germany,Dresden,Energy,Data Engineer,Pipeline Engineer,Mid (2-5yr),Remote,Freelance,German Required,59532,67785,Airflow|Databricks|dbt|Azure|SQL|Kafka,32
JP012559,2023-03-03,Austria,Vienna,Healthcare,Data Analyst,Reporting Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,52215,63464,Python|Excel|Power BI,18
JP012560,2023-03-03,Germany,Düsseldorf,Manufacturing,Data Analyst,Reporting Analyst,Senior (5+yr),Remote,Freelance,English OK,93337,109551,SQL|Python|Tableau,27
JP012561,2023-03-03,Switzerland,Zurich,Logistics,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Permanent,German Required,88593,101536,SQL|Airflow|Spark|dbt,22
JP012562,2023-03-03,Germany,Frankfurt,E-Commerce,Data Engineer,Data Platform Engineer,Junior (0-2yr),Hybrid,Freelance,English OK,35664,48319,Azure|Kafka|Python|Airflow|dbt,17
JP012563,2023-03-03,Germany,Dresden,Media,Data Scientist,Data Scientist,Junior (0-2yr),Hybrid,Permanent,German Required,37404,43011,Python|R|Azure ML|TensorFlow,81
JP012564,2023-03-03,Germany,Düsseldorf,Technology,Data Analyst,Reporting Analyst,Mid (2-5yr),On-site,Permanent,German Required,54881,60387,SQL|Python|Excel|Power BI|SAP,45
JP012565,2023-03-03,Austria,Graz,Energy,Data Analyst,BI Analyst,Mid (2-5yr),Hybrid,Permanent,English OK,54752,58968,SAP|Python|SQL|Jira,30
